Company,Question ID,From Sentences,Unit,Value
Hong Leong Finance Limited_report,B-GOV_BOC_WOB,"in december 2021, sgx announced new requirements for listed companies to provide climate-related disclosures based on tcfd recommendations. issuers are required to set a board diversity policy from 2022, providing details such as diversity targets, plans, timelines, and progress in their annual reports. since august 2015, cdl's board has supported the board diversity pledge initiated by the singapore institute of directors sid and sgx. in 2017, the board-level nominating committee adopted a formal board diversity policy, promoting diversity on cdl's board. as of end-2021, cdl had one female director 12.5% – ms carol fong – out of eight directors. with the appointment of mrs. wong ai ai in january 2022, board diversity increased to 22%. the board believes unequivocally that board diversity is vital for the long-term success of a company.",percent,12.5
Hong Leong Finance Limited_report,B-GOV_MAD_WMT,"With women making up a significant 69% of cdl's workforce, we have more females than males in both managerial and non-managerial roles. As of end-2021, 47% of our heads of departments HODs are females.",percent,47
Hong Leong Finance Limited_report,B-GOV_ETB_ACD,"cdl benchmarks our practices with the voluntary ss iso 37001 anti-bribery management systems to minimise gaps. we operate according to industry standards. anti-money laundering workshops are conducted annually for our employees. cdl implements clear and transparent policies, risk management systems, and esg disclosures to continuously monitor and validate business processes. within cdl's robust ehs management system, applicable legal requirements are regularly monitored and evaluated for compliance. incentives and penalties are also implemented to strengthen contractors' site management. for transparency, our corporate and sustainability policies and guidelines are published on our corporate website, sustainability microsite and staff intranet, cdl360.",number,6
Hong Leong Finance Limited_report,B-GOV_ETB_ACT_N,"employee training and communication annually, all our full- and part-time employees are required to complete a compulsory online declaration to acknowledge that they are aware of, have read, and are in compliance with cdl's corporate policies and guidelines before the start of the calendar year. awareness bulletins are published on cdl's intranet for a quick refresher anytime on key elements of cdl's stance against corruption. fraud risk awareness training and assessments covering topics such as bribery and conflicts of interest were also conducted for selected front-line business units. new hires, as part of their orientation programme, are required to learn about cdl's code of business conduct and ethics, as well as other related corporate policies including anti-corruption, fraud, competition, and whistleblowing. they are also required to complete a self-paced, interactive e-learning module accessible for all employees as well that provides information and guidance to recognize, address, resolve, avoid, and prevent instances of corruption. in 2021, 100% of our new hires were educated with anti-corruption knowledge.",number,408
Hong Leong Finance Limited_report,B-GOV_ETB_ACT_P,"employee training and communication annually, all our full- and part-time employees are required to complete a compulsory online declaration to acknowledge that they are aware of, have read, and are in compliance with cdl's corporate policies and guidelines before the start of the calendar year. awareness bulletins are published on cdl's intranet for a quick refresher anytime on key elements of cdl's stance against corruption. fraud risk awareness training and assessments covering topics such as bribery and conflicts of interest were also conducted for selected front-line business units. new hires, as part of their orientation programme, are required to learn about cdl's code of business conduct and ethics, as well as other related corporate policies including anti-corruption, fraud, competition, and whistleblowing. they are also required to complete a self-paced, interactive e-learning module accessible for all employees as well that provides information and guidance to recognize, address, resolve, avoid, and prevent instances of corruption. in 2021, 100% of our new hires were educated with anti-corruption knowledge.",percent,100
Hong Leong Finance Limited_report,B-GOV_CER_LRC,"cdl has been recognized by the royal society for the prevention of accidents rospa with the order of distinction award for achieving 16 consecutive gold medal awards. cdl continues to be recognized as a long-serving bizsafe mentor. 2 in 2021, we completed our surveillance audit and continue to be certified under the iso 45001 occupational health and safety management system standard. we will continue to leverage industry best practices to ensure that occupational health and safety is maintained at their highest levels. since 2003, cdl has maintained its ohsas 18001 certification migrated to iso 45001 in march 2020 , demonstrating commitment to a holistic occupational health and safety management system covering 100% of singapore key operations. since 2005, cdl has been a signatory to the united nations global compact ungc 's principles on human rights and labour, and are guided by international human rights principles as derived from the universal declaration of human rights and the international labour organisation's declaration on fundamental principles and rights at work. in 2021, cdl was the only company in southeast asia and hong kong to maintain double 'a's for climate change since 2018 and water security since 2019 ; cdp supplier engagement leader for the 2nd consecutive year. in 2021, cdl was ranked among the top 13 global sustainability ratings, rankings, and indexes. in 2021, we are honored to remain listed on 13 global ratings, rankings and indices. we have maintained double 'a's in the 2021 cdp global a list for corporate climate action and water security and are the only company in southeast asia and hong kong to score 'a' for corporate climate action for four consecutive years. with our management's unwavering support and tireless dedication in driving corporate sustainability, we have ranked 5th on the corporate knights 2022 global 100 most sustainable corporations in the world and emerged as the top real estate management and development company globally. this marks our best performance since 2010. we are also proud to be one of 45 global companies and the only singapore company to receive his royal highness the prince of wales' terra carta seal. this seal is part of the sustainable markets initiative and recognises sustainability leaders in the private sector with globally recognised and credible decarbonisation roadmaps. cdl's recognition in multiple esg indices and awards is a testament to the dedication of our management team and staff. in february 2021, cdl demonstrated a firm commitment to decarbonisation by being the first real estate conglomerate in southeast asia to sign the world green building council wgbc 's net zero carbon buildings commitment. we pledged net zero operational carbon by 2030 for our new and existing wholly-owned assets and developments under our direct operational and management control. in november 2021 during cop26, cdl joined 44 pioneering companies to expand our pledge to adopt a whole life carbon reduction approach across our value chain. this bold and ambitious commitment reinforced our longstanding integration of sustainability to future-proof our business. as we move into a low-carbon world, we will accelerate our focus on innovation and digitalisation to support cdl's business growth and transformation. since 2015, cdl has established a climate change policy and set climate-related targets in 2017 to mitigate our environmental impact. in 2018, we were the first real estate company in singapore to set science based targets initiative sbti -validated targets based on a 2°c warmer scenario. cdl's renewed sbti-validated targets complement our pledge to the business ambition for 1.5°c campaign led by un global compact, sbti and we mean business coalition, where cdl was one of 87 pioneering signatories in september 2019. in 2021, 11 tampines concourse received a plastic neutrality certification. in 2021, in alignment with the expanded worldgbc net zero carbon commitment, we updated the 3s green building framework to include embodied carbon management.",certifications,"ISO 45001, ISO 14001, ISO 50001, ISO 14064, BCA Green Mark, BCA Green Mark Super Low Energy (SLE), Plastic Neutrality"
Hong Leong Finance Limited_report,B-GOV_ALF_AFD,"this report has been prepared in accordance with the gri standards and its latest universal standards 2021. its reporting principles are: accuracy: reporting information that is correct and sufficiently detailed to allow an assessment of the organisation's impacts. balance: report information in an unbiased way and provide a fair representation of the organisation's negative and positive impacts. clarity: presenting information in a way that is accessible and understandable. comparability: selecting, compiling, and reporting information consistently to enable an analysis of changes in the organisation's impacts over time and an analysis of these impacts relative to those of other organisations. completeness: providing sufficient information to enable an assessment of the organisation's impacts during the reporting period. sustainability context: reporting information about its impacts in the wider context of sustainable development. timeliness: reporting information on a regular schedule and making it available in time for information users to make decisions. verifiability: gathering, recording, compiling, and analysing information in such a way that the information can be examined to establish its quality. for the gri content index - essentials service, gri reviewed that disclosures 2-1, 2-2, 2-3, 2-4, 2-5, 3-1 and 3-2 are correctly located in both the gri content index and in the text of the final report when it is published. this report continues to adopt the international integrated reporting council's iirc integrated reporting framework by connecting esg performance with business and financial impact for more meaningful and all-rounded corporate reporting. centred around six capitals—financial, organisational, natural, manufactured, human, and social and relationship—this approach aims to present a holistic picture to our investors and stakeholders on how the interrelation between our business and sustainability performance leads to long-term value creation. in stepping up our climate-related disclosures, cdl's tcfd and sasb real estate sector disclosures have been expanded substantially since 2020 and are available in the annexes of this report. the environmental information in this report has been prepared and reported according to the guiding principles and requirements of the cdsb framework. this report is also prepared in accordance with the sustainability reporting requirements set out in the listing manual of the singapore exchange securities trading limited “sgx-st” rules 711a and 711b . committed to ungc's ten principles, cdl has been a signatory to the ungc since 2005 and is engaged at the 'participant' level since 2019. this report also serves as our communication on progress cop conducted by ungc annually. details are available at www.unglobalcompact.org. this report is also aligned with relevant performance indicators of key sustainability benchmarks such as cdp, djsi, ftse4good, global 100, gresb, and msci.",frameworks and disclosures,"GRI Standards,  TCFD, SASB, SDGs, CDSB, UN Global Compact, CDP, DJSI, FTSE4Good, Global 100, GRESB, MSCI, IIRC Integrated Reporting Framework"
Hong Leong Finance Limited_report,B-GOV_ASS_ASR,"to enhance data credibility and instill confidence in readers, external assurance of our integrated sustainability report isr started since 2009. isr 2022's external assurance has been further elevated in its scope against the gri standards, sasb standards, as well as the tcfd and climate disclosure standards board cdsb frameworks. as an experienced reporter using multiple sustainability reporting frameworks and standards, cdl supports the formation and meaningful efforts of the international sustainability standards board issb in providing a unified sustainability reporting framework that aims to fulfill the needs of investors and multiple stakeholders for credible, consistent and comparable data. ernst & young llp ey was engaged to provide independent reasonable assurance of this report against the gri standards for sustainability reporting and the construction & real estate sector supplement and sasb disclosures; and independent limited assurance for cdsb framework with the exception of principle 1 on materiality and tcfd reporting.",assurance type,external
Singapore Exchange Limited_report,B-ENV_GHG_AET,"category: total scope 1 greenhouse gas emission, fy2022: 27.48 tonnes of carbon dioxide equivalent category: total scope 2 greenhouse gas emission, fy2022: 5.71 tonnes of carbon dioxide equivalent",tCO2e,33.19
Singapore Exchange Limited_report,B-ENV_GHG_AE1,"category: total scope 1 greenhouse gas emission, fy2022: 27.48 tonnes of carbon dioxide equivalent",tCO2e,27.48
Singapore Exchange Limited_report,B-ENV_GHG_AE2,"category: total scope 2 greenhouse gas emission, fy2022: 5.71 tonnes of carbon dioxide equivalent",tCO2e,5.71
Singapore Exchange Limited_report,B-ENV_GHG_AE3,No Scope 3 emissions data is available in the provided text.,tCO2e,0
Singapore Exchange Limited_report,B-ENV_GHG_EIT,"No emission intensity data is available in the provided text.  The report mentions that financial performance data can be found in the annual report, which is not included here.",N/A,N/A
Singapore Exchange Limited_report,B-ENV_GHG_EI1,"No Scope 1 emission intensity data is available in the provided text. The report provides total Scope 1 emissions but lacks an organisation-specific metric (e.g., production units, revenue) to calculate intensity.",N/A,N/A
Singapore Exchange Limited_report,B-ENV_GHG_EI2,"No Scope 2 emission intensity data is available in the provided text.  The report provides total Scope 2 emissions but lacks an organisation-specific metric (e.g., square footage, revenue) to calculate intensity.",N/A,N/A
Singapore Exchange Limited_report,B-ENV_GHG_EI3,"No Scope 3 emissions data is provided, therefore emission intensity cannot be calculated.",N/A,N/A
Singapore Exchange Limited_report,B-ENV_ENC_TEC,"category: energy consumption , fy2022: 50,626 mj",MJ,50626
Singapore Exchange Limited_report,B-ENV_ENC_ECI,"The report provides total energy consumption but lacks an organisation-specific metric (e.g., square footage, revenue) to calculate intensity.  The energy consumption only includes the following operating premises: office in harvest in woodlands and the retail outlet in beach road.",N/A,N/A
Singapore Exchange Limited_report,B-ENV_WAC_TWC,No data on water consumption is available in the provided report.,N/A,N/A
Singapore Exchange Limited_report,B-ENV_WAC_WCI,No data on water consumption is available in the provided report.,N/A,N/A
Singapore Exchange Limited_report,B-ENV_WAG_TWG,"due to slow-moving inventories, this resulted in expired inventory of 0.5kg. all expired thick films have been disposed by a licensed waste management agency.",kg,0.5
Singapore Exchange Limited_report,B-SOC_GED_CEG_M,"total headcount by gender table: total headcount by gender fy2022 gender: male, fy2022: 8 gender: female, fy2022: 8 gender: total, fy2022: 16 table end.",%,50
Singapore Exchange Limited_report,B-SOC_GED_CEG_F,"total headcount by gender table: total headcount by gender fy2022 gender: male, fy2022: 8 gender: female, fy2022: 8 gender: total, fy2022: 16 table end.",%,50
Singapore Exchange Limited_report,B-SOC_GED_NHG_M,"table: new hires and employee turnover fy2022 gender: male, no. of new hires: 2, employee turnover: 5 gender: female, no. of new hires: 1, employee turnover: 1 table end.",%,66.7
Singapore Exchange Limited_report,B-SOC_GED_NHG_F,"table: new hires and employee turnover fy2022 gender: male, no. of new hires: 2, employee turnover: 5 gender: female, no. of new hires: 1, employee turnover: 1 table end.",%,33.3
Singapore Exchange Limited_report,B-SOC_GED_ETG_M,"table: new hires and employee turnover fy2022 gender: male, no. of new hires: 2, employee turnover: 5 gender: female, no. of new hires: 1, employee turnover: 1 table end.",%,83.3
Singapore Exchange Limited_report,B-SOC_GED_ETG_F,"table: new hires and employee turnover fy2022 gender: male, no. of new hires: 2, employee turnover: 5 gender: female, no. of new hires: 1, employee turnover: 1 table end.",%,16.7
Singapore Exchange Limited_report,B-SOC_AGD_CEA_U30,"table: employee age group age group: <30, male: 0, female: 0, total: 0 age group: 30-50, male: 6, female: 7, total: 13 age group: 50, male: 2, female: 1, total: 3 age group: total , male: 8 , female: 8 , total: 16 table end.",%,0
Singapore Exchange Limited_report,B-SOC_AGD_CEA_B35,"table: employee age group age group: <30, male: 0, female: 0, total: 0 age group: 30-50, male: 6, female: 7, total: 13 age group: 50, male: 2, female: 1, total: 3 age group: total , male: 8 , female: 8 , total: 16 table end.",%,81.25
Singapore Exchange Limited_report,B-SOC_AGD_CEA_A50,"table: employee age group age group: <30, male: 0, female: 0, total: 0 age group: 30-50, male: 6, female: 7, total: 13 age group: 50, male: 2, female: 1, total: 3 age group: total , male: 8 , female: 8 , total: 16 table end.",%,18.75
Singapore Exchange Limited_report,B-SOC_AGD_NHI_U30,"table: new employee hire and turnover rate by age and gender fy2022 age group: under 30 years old, no. of new hires: 0, hiring rate % 1 : 0 age group: 30-50 years old, no. of new hires: 3, hiring rate % 1 : 13.6% age group: over 50 years old, no. of new hires: 0, hiring rate % 1 : 0 age group: gender age group: male, no. of new hires: 2, hiring rate % 1 : 9.1% age group: female, no. of new hires: 1, hiring rate % 1 : 4.5% table end.",%,0
Singapore Exchange Limited_report,B-SOC_AGD_NHI_B35,"table: new employee hire and turnover rate by age and gender fy2022 age group: under 30 years old, no. of new hires: 0, hiring rate % 1 : 0 age group: 30-50 years old, no. of new hires: 3, hiring rate % 1 : 13.6% age group: over 50 years old, no. of new hires: 0, hiring rate % 1 : 0 age group: gender age group: male, no. of new hires: 2, hiring rate % 1 : 9.1% age group: female, no. of new hires: 1, hiring rate % 1 : 4.5% table end.",%,100
Singapore Exchange Limited_report,B-SOC_AGD_NHI_A50,"table: new employee hire and turnover rate by age and gender fy2022 age group: under 30 years old, no. of new hires: 0, hiring rate % 1 : 0 age group: 30-50 years old, no. of new hires: 3, hiring rate % 1 : 13.6% age group: over 50 years old, no. of new hires: 0, hiring rate % 1 : 0 age group: gender age group: male, no. of new hires: 2, hiring rate % 1 : 9.1% age group: female, no. of new hires: 1, hiring rate % 1 : 4.5% table end.",%,0
Singapore Exchange Limited_report,B-SOC_AGD_TOR_U30,"table: new employee hire and turnover rate by age and gender fy2022 age group: under 30 years old, no. of new hires: 0, hiring rate % 1 : 0 age group: 30-50 years old, no. of new hires: 3, hiring rate % 1 : 13.6% age group: over 50 years old, no. of new hires: 0, hiring rate % 1 : 0 age group: gender age group: male, no. of new hires: 2, hiring rate % 1 : 9.1% age group: female, no. of new hires: 1, hiring rate % 1 : 4.5% table end.",%,N/A
Singapore Exchange Limited_report,B-SOC_AGD_TOR_B35,"table: new employee hire and turnover rate by age and gender fy2022 age group: under 30 years old, no. of new hires: 0, hiring rate % 1 : 0 age group: 30-50 years old, no. of new hires: 3, hiring rate % 1 : 13.6% age group: over 50 years old, no. of new hires: 0, hiring rate % 1 : 0 age group: gender age group: male, no. of new hires: 2, hiring rate % 1 : 9.1% age group: female, no. of new hires: 1, hiring rate % 1 : 4.5% table end.",%,N/A
Singapore Exchange Limited_report,B-SOC_AGD_TOR_A50,"table: new employee hire and turnover rate by age and gender fy2022 age group: under 30 years old, no. of new hires: 0, hiring rate % 1 : 0 age group: 30-50 years old, no. of new hires: 3, hiring rate % 1 : 13.6% age group: over 50 years old, no. of new hires: 0, hiring rate % 1 : 0 age group: gender age group: male, no. of new hires: 2, hiring rate % 1 : 9.1% age group: female, no. of new hires: 1, hiring rate % 1 : 4.5% table end.",%,N/A
Singapore Exchange Limited_report,B-SOC_DEV_ATH_M,No data on average training hours per employee is available in the provided report.,hours,N/A
Singapore Exchange Limited_report,B-SOC_DEV_ATH_F,No data on average training hours per employee is available in the provided report.,hours,N/A
Singapore Exchange Limited_report,B-SOC_OHS_FAT,No information on work-related fatalities is available in the provided report.,number of fatalities,0
Singapore Exchange Limited_report,B-SOC_OHS_HCI,No information on work-related injuries is available in the provided report.,number of injuries,0
Singapore Exchange Limited_report,B-SOC_OHS_REC,No information on work-related injuries is available in the provided report.,number of injuries,0
Singapore Exchange Limited_report,B-SOC_OHS_RWI,No information on work-related illnesses or health conditions is available in the provided report.,number of illnesses,0
Singapore Exchange Limited_report,B-GOV_BOC_BIN,"table: board composition by gender and independence category: female, count: 2, percentage: 40% category: male, count: 3, percentage: 60% category: independent, count: 3, percentage: 60% category: non-independent, count: 2, percentage: 40% table end.",%,60
Singapore Exchange Limited_report,B-GOV_BOC_WOB,"table: board composition by gender and independence category: female, count: 2, percentage: 40% category: male, count: 3, percentage: 60% category: independent, count: 3, percentage: 60% category: non-independent, count: 2, percentage: 40% table end.",%,40
Singapore Exchange Limited_report,B-GOV_MAD_WMT,No information on the gender composition of the senior management team is available in the provided report.,%,N/A
Singapore Exchange Limited_report,B-GOV_ETB_ACD,"our performance fy2021 & fy2022 the group has met all targets for fy2021 and fy2022, with no incidents of corruption.",number,0
Singapore Exchange Limited_report,B-GOV_ETB_ACT_N,No information on the number of employees who received anti-corruption training is available in the provided report.,number of employees,N/A
Singapore Exchange Limited_report,B-GOV_ETB_ACT_P,No information on the number of employees who received anti-corruption training is available in the provided report.,%,N/A
Singapore Exchange Limited_report,B-GOV_CER_LRC,"besides establishing whistleblowing and anti-corruption policies, we have conducted regular legal and compliance assessments to ensure that our business is conducted with integrity, fairness, impartiality, and ethical behavior. we commit ourselves to all policies, including: ensuring fairness of employment; protecting the environment; and ensuring the highest level of adherence ensuring the highest level of adherence towards occupational health and safety management from our employees and contractors.",certifications,None explicitly mentioned
Singapore Exchange Limited_report,B-GOV_ALF_AFD,"this report has been prepared with reference to global reporting initiatives “gri” standard 2021 revision. the group has adopted the application of the gri standards for sustainability reporting due to its internationally recognized guidelines. it is also deemed the most widely-adopted standard by organizations around the world. our climate-related disclosures are guided by the recommendations of the task force on climate-related financial disclosure “tcfd” . at incredible, we are committed to playing our part in supporting the 17 global goals.",frameworks,"GRI Standards 2021, TCFD, UN SDGs"
Singapore Exchange Limited_report,B-GOV_ASS_ASR,the group has engaged an external sustainability consultant esg & biz solutions pte ltd to guide us on the sustainability reporting in order to comply with the latest requirements. all the information and data disclosed in this report have been reviewed by the independent internal auditor virtus assure pte ltd engaged by the group. there was no external assurance on the sustainability report performed.,assurance type,internal
IFS Capital Limited_report,B-ENV_GHG_AET,"our global combined scopes 1, 2 and 3 emissions in 2022 were 22,054 metric tons of carbon dioxide equivalent, of which the majority 92% were scope 3 emissions.",tCO2e,22054
IFS Capital Limited_report,B-ENV_GHG_AE1,"emissions we measure and report on our greenhouse gas greenhouse gas emissions through a global energy management system. ifs's preparation of carbon footprint data is based on the greenhouse gas protocol scope 1, scope 2 guidance and the corporate value chain scope 3 . in alignment with the greenhouse gas protocol scope 2 guidance, we report our net carbon emissions based on two different calculation approaches: the location-based method and the market-based method. our global combined scopes 1, 2 and 3 emissions in 2022 were 22,054 metric tons of carbon dioxide equivalent, of which the majority 92% were scope 3 emissions. a detailed table showing how much of our data is based on estimates can be found in the annex section of this report. table: emissions data 2021-2022 emissions measure: scope 1, unit: measures carbon dioxide equivalent across various operational scopes, 2021 : 302, 2022: 248 emissions measure: scope 2 market based , unit: measures carbon dioxide equivalent across various operational scopes, 2021 : 1,082, 2022: 1,494 emissions measure: scope 2 location based , unit: measures carbon dioxide equivalent across various operational scopes, 2021 : 2,454, 2022: 2,093 emissions measure: scope 3, unit: measures carbon dioxide equivalent across various operational scopes, 2021 : 17,819, 2022: 20,312 table end. 2021 volume was revised and adjusted due to changes in the measurement methodologies and emission factor correction. this has resulted in lower emissions than previously reported. scope definitions: scope 1: refers to direct carbon emissions and is defined as emissions from sources that are owned by the organization as well as leased offices. at ifs, this covers fuels and refrigerants used to run heating and cooling systems across the global real estate portfolio. scope 2: refers to indirect carbon emissions and is defined as emissions from the consumption of purchased electricity, or other sources of energy generated upstream from the organization. we use the market-based method to calculate the scope 2 emissions, covering energy consumption across the global real estate portfolio. scope 3: refers to other indirect carbon emissions and is defined as emissions that are a consequence of operations of an organization but are not directly owned or controlled by the organization. scope 3 emissions are divided into upstream and downstream emissions, and the following emissions categories are covered by scope 3 at ifs: business travel capital goods employee commuting purchased goods and services",tCO2e,248
IFS Capital Limited_report,B-ENV_GHG_AE2,"in alignment with the greenhouse gas protocol scope 2 guidance, we report our net carbon emissions based on two different calculation approaches: the location-based method and the market-based method. our global combined scopes 1, 2 and 3 emissions in 2022 were 22,054 metric tons of carbon dioxide equivalent, of which the majority 92% were scope 3 emissions. table: emissions data 2021-2022 emissions measure: scope 2 market based , unit: measures carbon dioxide equivalent across various operational scopes, 2021 : 1,082, 2022: 1,494 emissions measure: scope 2 location based , unit: measures carbon dioxide equivalent across various operational scopes, 2021 : 2,454, 2022: 2,093 emissions measure: scope 3, unit: measures carbon dioxide equivalent across various operational scopes, 2021 : 17,819, 2022: 20,312 table end.",tCO2e,1494
IFS Capital Limited_report,B-ENV_GHG_AE3,"our global combined scopes 1, 2 and 3 emissions in 2022 were 22,054 metric tons of carbon dioxide equivalent, of which the majority 92% were scope 3 emissions. table: emissions data 2021-2022 emissions measure: scope 3, unit: measures carbon dioxide equivalent across various operational scopes, 2021 : 17,819, 2022: 20,312 table end.",tCO2e,20312
IFS Capital Limited_report,B-ENV_GHG_EIT,The provided text does not contain information on the total emission intensity for the reporting period or the organisation-specific metric used for calculating it.,N/A,N/A
IFS Capital Limited_report,B-ENV_GHG_EI1,The provided text does not contain information on the Scope 1 emission intensity for the reporting period or the organisation-specific metric used for calculating it.,N/A,N/A
IFS Capital Limited_report,B-ENV_GHG_EI2,The provided text does not contain information on the Scope 2 emission intensity for the reporting period or the organisation-specific metric used for calculating it.,N/A,N/A
IFS Capital Limited_report,B-ENV_GHG_EI3,The provided text does not contain information on the Scope 3 emission intensity for the reporting period or the organisation-specific metric used for calculating it.,N/A,N/A
IFS Capital Limited_report,B-ENV_ENC_TEC,The provided text mentions total energy consumption indirectly through renewable energy usage and does not provide the total energy consumption in MWhs or GJ.,N/A,N/A
IFS Capital Limited_report,B-ENV_ENC_ECI,The provided text does not contain information on energy consumption intensity for the reporting period or the organisation-specific metric used for calculating it.,N/A,N/A
IFS Capital Limited_report,B-ENV_WAC_TWC,The provided text does not contain information on total water consumption during the reporting period.,N/A,N/A
IFS Capital Limited_report,B-ENV_WAC_WCI,The provided text does not contain information on water consumption intensity for the reporting period or the organisation-specific metric used for calculating it.,N/A,N/A
IFS Capital Limited_report,B-ENV_WAG_TWG,The provided text does not contain information on the total weight of waste generated during the reporting period.,N/A,N/A
IFS Capital Limited_report,B-SOC_GED_CEG_M,"2022 diversity statistics category: employees, female: 34.77%, male: 65.20%",%,65.20
IFS Capital Limited_report,B-SOC_GED_CEG_F,"2022 diversity statistics category: employees, female: 34.77%, male: 65.20%",%,34.77
IFS Capital Limited_report,B-SOC_GED_NHG_M,The provided text does not specify the percentage of new hires that were male during the reporting period.,N/A,N/A
IFS Capital Limited_report,B-SOC_GED_NHG_F,The provided text does not specify the percentage of new hires that were female during the reporting period.,N/A,N/A
IFS Capital Limited_report,B-SOC_GED_ETG_M,The provided text does not specify the percentage of employee turnover that was male during the reporting period.,N/A,N/A
IFS Capital Limited_report,B-SOC_GED_ETG_F,The provided text does not specify the percentage of employee turnover that was female during the reporting period.,N/A,N/A
IFS Capital Limited_report,B-SOC_AGD_CEA_U30,The provided text does not contain information on the age distribution of the current employees.,N/A,N/A
IFS Capital Limited_report,B-SOC_AGD_CEA_B35,The provided text does not contain information on the age distribution of the current employees.,N/A,N/A
IFS Capital Limited_report,B-SOC_AGD_CEA_A50,The provided text does not contain information on the age distribution of the current employees.,N/A,N/A
IFS Capital Limited_report,B-SOC_AGD_NHI_U30,The provided text does not contain information on the age distribution of new hires during the reporting period.,N/A,N/A
IFS Capital Limited_report,B-SOC_AGD_NHI_B35,The provided text does not contain information on the age distribution of new hires during the reporting period.,N/A,N/A
IFS Capital Limited_report,B-SOC_AGD_NHI_A50,The provided text does not contain information on the age distribution of new hires during the reporting period.,N/A,N/A
IFS Capital Limited_report,B-SOC_AGD_TOR_U30,The provided text does not contain information on the age distribution of employee turnover during the reporting period.,N/A,N/A
IFS Capital Limited_report,B-SOC_AGD_TOR_B35,The provided text does not contain information on the age distribution of employee turnover during the reporting period.,N/A,N/A
IFS Capital Limited_report,B-SOC_AGD_TOR_A50,The provided text does not contain information on the age distribution of employee turnover during the reporting period.,N/A,N/A
IFS Capital Limited_report,B-SOC_DEV_ATH_M,The provided text does not contain information to compute average training hours per male employee.,N/A,N/A
IFS Capital Limited_report,B-SOC_DEV_ATH_F,The provided text does not contain information to compute average training hours per female employee.,N/A,N/A
IFS Capital Limited_report,B-SOC_OHS_FAT,The provided text does not contain information on work-related fatalities.,N/A,N/A
IFS Capital Limited_report,B-SOC_OHS_HCI,The provided text does not contain information on high-consequence work-related injuries.,N/A,N/A
IFS Capital Limited_report,B-SOC_OHS_REC,The provided text does not contain information on recordable work-related injuries.,N/A,N/A
IFS Capital Limited_report,B-SOC_OHS_RWI,The provided text does not contain information on recordable work-related illnesses or health conditions.,N/A,N/A
IFS Capital Limited_report,B-GOV_BOC_BIN,The provided text does not specify the percentage of independent board directors.,N/A,N/A
IFS Capital Limited_report,B-GOV_BOC_WOB,"2022 diversity statistics category: board members, female: 40.00%, male: 60.00%",%,40.00
IFS Capital Limited_report,B-GOV_MAD_WMT,"2022 diversity statistics category: managers, female: 28.26%, male: 71.74%",%,28.26
IFS Capital Limited_report,B-GOV_ETB_ACD,The provided text does not specify the number of anti-corruption disclosures made.,N/A,N/A
IFS Capital Limited_report,B-GOV_ETB_ACT_N,"between 2020 and 2022, 3,975 employees 79% completed e-learning in anti-corruption and 3,042 60% employees completed e-learning in compliance with the uk criminal finances act.",employees,3975
IFS Capital Limited_report,B-GOV_ETB_ACT_P,"between 2020 and 2022, 3,975 employees 79% completed e-learning in anti-corruption and 3,042 60% employees completed e-learning in compliance with the uk criminal finances act.",%,79
IFS Capital Limited_report,B-GOV_CER_LRC,"in 2022, ifs completed its first ecovadis group assessment, obtaining the bronze medal at a global level. in previous years, some of our local markets such as benelux, canada, france and sweden were assessed individually and achieved bronze and silver medals. ifs has set the target of achieving a gold medal score by 2025 globally and has prepared an action plan based on the gaps identified in this first assessment. excellence in our business committed to set science-based target for emissions reduction 100% certified renewable electricity across our facilities launched the lgbtq+ ifs employee resource group and our transitioning policy published first un global compact cop publication achieved bronze ifs group ecovadis certification  we are proud to be a signatory to the un global compact, which acts as a framework and guidance for all businesses and companies to support in defining a sustainability strategy and provides a universal language for corporate responsibility.",certifications,"[""Ecovadis Bronze Medal (Global)"", ""UN Global Compact signatory""]"
IFS Capital Limited_report,B-GOV_ALF_AFD,"our sustainability report was prepared with reference to the global reporting initiative gri and the sustainability accounting standards board sasb standards. additionally, ey provided limited assurance over selected environmental and social key performance indicators, disclosed under the section “sustainability risk management” of this report. we are committed to implementing the recommendations of the task force on climate-related financial disclosures tcfd to better understand the risks and opportunities that climate change presents to our business. in addition to our commitment to the un global compact, ifs is proud to support the un's sustainable development goals sdgs . adopted globally, the sdgs are a universal call to action to end poverty, protect the planet, and ensure that by 2030 all people enjoy peace and prosperity.",frameworks,"[""GRI"", ""SASB"", ""TCFD"", ""UN Global Compact"", ""SDGs""]"
IFS Capital Limited_report,B-GOV_ASS_ASR,"the contents of this report, including all information and data, have been internally reviewed and assessed by management. additionally, ey provided limited assurance over selected environmental and social key performance indicators, disclosed under the section “sustainability risk management” of this report.",assurance_type,"[""Internal"", ""External Limited Assurance""]"
Hotung Investment Holdings Limited_report,B-ENV_GHG_AET,"the energy consumption for 2023 was 54,496 kilowatt-hours, equivalent to scope 1 direct emission of about 27,326 kilograms co2.",tCO2e,27.33
Hotung Investment Holdings Limited_report,B-ENV_GHG_AE1,"the energy consumption for 2023 was 54,496 kilowatt-hours, equivalent to scope 1 direct emission of about 27,326 kilograms co2.",tCO2e,27.33
Hotung Investment Holdings Limited_report,B-ENV_GHG_AE2,"the energy consumption for 2023 was 54,496 kilowatt-hours, equivalent to scope 1 direct emission of about 27,326 kilograms co2.",tCO2e,0
Hotung Investment Holdings Limited_report,B-ENV_GHG_AE3,no other information is given about scope 3 emissions,tCO2e,0
